Schema Name,Table Name,Field Name,Data Type,Description,Sample Values,Required?,Notes,Data Quality Checks,PII
stoplight_analytics,snapshot,snapshot_number,smallint,"Indicates the subsequential round of the survey. A value of 1 represents the baseline, while values greater than 1 indicate a follow-up survey.",1,No,Source: data_collect.snapshot.snapshot_number,"Positive integer, Range check (1-10)",No
stoplight_analytics,snapshot,stoplight_client,character varying,Frontend Client associated where the survey was taken from,"WEB, MOBILE_ANDROID",No,Source: data_collect.snapshot.stoplight_client,"Enumeration check (WEB, MOBILE_ANDROID, WEB_DYNAMIC_LINK), Length check (max 20)",No
stoplight_analytics,snapshot,project_id,bigint,Reference to the project within an organization,1,No,Source: data_collect.snapshot.project_id,"Positive integer, FK validation to ps_network.projects",No
stoplight_analytics,snapshot,family_user_id,bigint,Reference to the family record if the survey was taken using the Family User feature,1,No,Source: data_collect.snapshot.family_user_id,"Positive integer, FK validation to security.users",No
stoplight_analytics,snapshot,last_taken_family,boolean,Indicates if this is the last taken snapshot for the family,True,No,Source: data_collect.snapshot.last_taken_family,Boolean value check,No
stoplight_analytics,snapshot,last_modified_by,character varying,User who last modified the snapshot,admin,No,Source: data_collect.snapshot.last_modified_by,"Length check (max 255)",Yes
stoplight_analytics,snapshot,created_date,timestamp without time zone,Timestamp when the snapshot was created,2023-03-15 12:30:00,No,Source: data_collect.snapshot.created_date,"Valid timestamp, Not in future",No
stoplight_analytics,snapshot,last_modified_date,timestamp without time zone,Timestamp when the snapshot was last modified,2023-03-15 12:30:00,No,Source: data_collect.snapshot.last_modified_date,"Valid timestamp, Not in future, >= created_date",No
stoplight_analytics,snapshot,session_token,character varying,"Session token associated with the snapshot, used to check session details",438688d8-29f7-4293-a05f-636b98006f45,No,Source: data_collect.snapshot.session_token,"UUID format check, Length check (max 100)",No
stoplight_analytics,snapshot,economic_time,bigint,Time taken for economic section in milliseconds,504654,No,Source: data_collect.snapshot.economic_time,"Positive integer, Range check (1-3600000)",No
stoplight_analytics,snapshot,stoplight_time,bigint,Time taken for stoplight section in milliseconds,504654,No,Source: data_collect.snapshot.stoplight_time,"Positive integer, Range check (1-3600000)",No
stoplight_analytics,snapshot,lifemap_time,bigint,Time taken for lifemap section in milliseconds,12198,No,Source: data_collect.snapshot.lifemap_time,"Positive integer, Range check (1-3600000)",No
stoplight_analytics,snapshot,stoplight_date,bigint,Date when stoplight section was completed,1739288403,No,Source: data_collect.snapshot.stoplight_date,"Valid Unix timestamp, <= created_at",No
stoplight_analytics,snapshot,migrated_to_central,boolean,Indicates if data was migrated to central,null,No,"Source: data_collect.snapshot.migrated_to_central, DEPRECATED",Null check if not used,No
stoplight_analytics,snapshot,lifemap_url,text,URL to the pdf lifemap stored in s3,https://s3.us-east-2.amazonaws.com/fp-psp-lifemaps/GT.C81E98.19900101.1410-1741284283272-lifemap.pdf,No,Source: data_collect.snapshot.lifemap_url,"URL format check, S3 domain validation",No
stoplight_analytics,snapshot,anonymous,boolean,Indicates if the survey was taken using the anonymous flow,False,No,Source: data_collect.snapshot.anonymous,"Boolean value check, Default: false",No 
